Trial_ID,Title,Has_Outcome_Data,Primary_Outcome_Count,Secondary_Outcome_Count,Primary_Outcomes,Secondary_Outcomes,CBR,CR,DFS,DMFS,DoR,EFS,LRFS,ORR,OS,PFS,PR,QOL,RR,TOX,TTF,TTP
NCT02576574,Avelumab in First-line NSCLC (JAVELIN Lung 100),True,4,28,Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1) + Full Analysis Set (FAS) (MEDIAN) months = 8.4 [5.4-12.6]; Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1) + Modified Full Analysis Set (mFAS) (MEDIAN) months = 7.5 [4.2-11.1]; Overall Survival (OS) in High Programmed Death Ligand 1 (PD-L1) + Full Analysis Set (FAS) (MEDIAN) months = 20.1 [15.0-24.3]; Overall Survival (OS) in High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 19.3 [14.0-28.1],"Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 6.9 [5.4-9.6]; Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 5.6 [2.8-8.2]; Overall Survival (OS) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 18.7 [14.6-21.7]; Overall Survival (OS) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 16.8 [12.5-21.3]; Overall Survival (OS) in Full Analysis Set (FAS) (MEDIAN) months = 15.0 [12.5-19.1]; Overall Survival (OS) in Modified Full Analysis Set (mFAS) (MEDIAN) months = 15.4 [12.1-18.1]; Percentage of Participants With Confirmed Objective Response According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High PD-L1+ Full Analysis Set (NUMBER) percentage of participants = 37.7 [30.0-46.0]; Percentage of Participants With Confirmed Objective Response According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High PD-L1+ Modified Full Analysis Set (MEDIAN) percentage of participants = 34.6 [26.5-43.5]; Percentage of Participants With Confirmed Objective Response According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in Moderate and High PD-L1+ Full Analysis Set (NUMBER) percentage of participants = 33.5 [27.3-40.2]; Percentage of Participants With Confirmed Objective Response According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in Moderate and High PD-L1+ Modified Full Analysis Set (NUMBER) percentage of participants = 30.6 [24.0-37.8]; Duration of Response (DOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 35.9 [1.4-60.8]; Duration of Response (DOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 19.4 [3.8-43.9]; Change From Baseline in European Quality Of Life 5-dimensions (EQ-5D-5L) Visual Analog Scale (VAS) in High PD-L1+ Health-related Quality of Life (HRQoL) Analysis Set at End of Treatment (MEAN) millimeter (mm) = -6.2; Change From Baseline in European Quality Of Life 5-dimensions (EQ-5D-5L) Visual Analog Scale (VAS) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) millimeter = -10.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life (EORTC QLQ-C30) Global Health Status at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ HRQoL Analysis Set (MEAN) score on a scale = -0.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life (EORTC QLQ-C30) Global Health Status at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) score on a scale = -12.9; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer 13 (EORTC QLQ-LC13) at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ HRQoL Analysis Set (MEAN) score on a scale = 7.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer 13 (EORTC QLQ-LC13) at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) score on a scale = 6.1; Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and AEs of Special Interest (AESIs) (COUNT_OF_PARTICIPANTS) Participants = 346; Number of Participants With Shift From Baseline to Greater Than or Equal to (>=) Grade 3 in Laboratory Parameter Values Based on National Cancer Institute-Common Terminology Criteria for Adverse Events (NCI-CTCAE), Version 4.03 (COUNT_OF_PARTICIPANTS) Participants = 4; Number of Participants With Maximal On-Treatment Changes From Baseline in Vital Signs - Maximal Body Temperature Increase (COUNT_OF_PARTICIPANTS) Participants = 271; Number of Participants With Maximal On-Treatment Changes From Baseline in Vital Signs - Maximal Weight Increase/Decrease (COUNT_OF_PARTICIPANTS) Participants = 302; Number of Participants With Maximal On-Treatment Changes From Baseline in Vital Signs - Maximal Heart Rate Increase/Decrease (COUNT_OF_PARTICIPANTS) Participants = 206; Number of Participants With Maximal On-Treatment Changes From Baseline in Vital Signs - Maximal Systolic Blood Pressure Increase/Decrease and Maximal Diastolic Blood Pressure Increase/Decrease (COUNT_OF_PARTICIPANTS) Participants = 219; Number of Participants With Maximal On-Treatment Changes From Baseline in Vital Signs - Maximal Respiration Rate Increase/Decrease (COUNT_OF_PARTICIPANTS) Participants = 221; Number of Participants With Potentially Clinically Significant Abnormalities (PCSA) in Electrocardiogram (ECG) Parameters (COUNT_OF_PARTICIPANTS) Participants = 1; Number of Participants With Eastern Cooperative Oncology Group (ECOG) Performance: Baseline Score Versus (Vs) Worst Post-baseline Score (COUNT_OF_PARTICIPANTS) Participants = 50; Number of Participants With At Least One Positive Anti-Drug Antibodies (ADAs) and Neutralizing Antibodies (NAbs) for Avelumab (COUNT_OF_PARTICIPANTS) Participants = 66",,,,,Duration of Response (DOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 35.9 [1.4-60.8]; Duration of Response (DOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 19.4 [3.8-43.9],,,,Overall Survival (OS) in High Programmed Death Ligand 1 (PD-L1) + Full Analysis Set (FAS) (MEDIAN) months = 20.1 [15.0-24.3]; Overall Survival (OS) in High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 19.3 [14.0-28.1]; Overall Survival (OS) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 18.7 [14.6-21.7]; Overall Survival (OS) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 16.8 [12.5-21.3]; Overall Survival (OS) in Full Analysis Set (FAS) (MEDIAN) months = 15.0 [12.5-19.1]; Overall Survival (OS) in Modified Full Analysis Set (mFAS) (MEDIAN) months = 15.4 [12.1-18.1],Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1) + Full Analysis Set (FAS) (MEDIAN) months = 8.4 [5.4-12.6]; Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in High Programmed Death Ligand 1 (PD-L1) + Modified Full Analysis Set (mFAS) (MEDIAN) months = 7.5 [4.2-11.1]; Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Full Analysis Set (FAS) (MEDIAN) months = 6.9 [5.4-9.6]; Progression Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) Assessed by Independent Review Committee (IRC) in Moderate and High Programmed Death Ligand 1 (PD-L1)+ Modified Full Analysis Set (mFAS) (MEDIAN) months = 5.6 [2.8-8.2],,Change From Baseline in European Quality Of Life 5-dimensions (EQ-5D-5L) Visual Analog Scale (VAS) in High PD-L1+ Health-related Quality of Life (HRQoL) Analysis Set at End of Treatment (MEAN) millimeter (mm) = -6.2; Change From Baseline in European Quality Of Life 5-dimensions (EQ-5D-5L) Visual Analog Scale (VAS) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) millimeter = -10.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life (EORTC QLQ-C30) Global Health Status at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ HRQoL Analysis Set (MEAN) score on a scale = -0.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life (EORTC QLQ-C30) Global Health Status at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) score on a scale = -12.9; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer 13 (EORTC QLQ-LC13) at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ HRQoL Analysis Set (MEAN) score on a scale = 7.3; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer 13 (EORTC QLQ-LC13) at End of Treatment (EOT) in High Programmed Death Ligand 1 (PD-L1)+ Modified HRQoL Analysis Set (MEAN) score on a scale = 6.1,,"Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and AEs of Special Interest (AESIs) (COUNT_OF_PARTICIPANTS) Participants = 346; Number of Participants With Shift From Baseline to Greater Than or Equal to (>=) Grade 3 in Laboratory Parameter Values Based on National Cancer Institute-Common Terminology Criteria for Adverse Events (NCI-CTCAE), Version 4.03 (COUNT_OF_PARTICIPANTS) Participants = 4",,
NCT02578680,Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants Wi,True,2,4,Progression-Free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 as Assessed by Blinded Central Imaging (MEDIAN) Months = 8.8 [7.6-9.2]; ,Overall Response Rate (ORR) Per RECIST 1.1 as Assessed by Blinded Central Imaging (NUMBER) Percentage of Participants = 47.6 [42.6-52.5]; Duration of Response (DOR) Per RECIST 1.1 as Assessed by Blinded Central Imaging (MEDIAN) Months = 11.2 [1.1-18.0]; Number of Participants Who Experienced an Adverse Event (AE) (COUNT_OF_PARTICIPANTS) Participants = 404; Number of Participants Who Discontinued Any Study Drug Due to an AE (COUNT_OF_PARTICIPANTS) Participants = 112,,,,,Duration of Response (DOR) Per RECIST 1.1 as Assessed by Blinded Central Imaging (MEDIAN) Months = 11.2 [1.1-18.0],,,,,Progression-Free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 as Assessed by Blinded Central Imaging (MEDIAN) Months = 8.8 [7.6-9.2],,,Overall Response Rate (ORR) Per RECIST 1.1 as Assessed by Blinded Central Imaging (NUMBER) Percentage of Participants = 47.6 [42.6-52.5],Number of Participants Who Discontinued Any Study Drug Due to an AE (COUNT_OF_PARTICIPANTS) Participants = 112,,
NCT02581787,SABR-ATAC: A Trial of TGF-beta Inhibition and Stereotactic Ablative Radiotherapy for Early Stage Non,True,2,1,Number of Participants Experiencing Dose Limiting Toxicities (DLTs) of Fresolimumab When Combined With SABR (Phase I) (COUNT_OF_PARTICIPANTS) Participants = 0; Number of Participants With Late Radiation Induced Fibrosis (COUNT_OF_PARTICIPANTS) Participants = 5,Number of Participants With Late Radiation Induced Fibrosis (Phase 1 Patients) (COUNT_OF_PARTICIPANTS) Participants = 1,,,,,,,,,,,,,,,,
NCT02581943,Effect of Pembrolizumab With or Without Carboplatin and Paclitaxel on Immune Response in Patients Wi,True,5,2,"Duration of Response (MEDIAN) days = 98 [0-326]; Change in Effect of Treatment in Immune Markers From Baseline to End of Treatment (up to 2 Years) (MEDIAN) cells = 1.82 [-2.11-4.73]; Objective Response Rate (ORR), Assessed Using RECIST (COUNT_OF_PARTICIPANTS) Participants = 6; Overall Survival (MEDIAN) months = 8.4 [5.0-29.8]; Progression Free Survival (MEDIAN) months = 4.3 [1.9-12.0]",Number of Participants With Reported Adverse Events - CTCAE Version 4.0 (NUMBER) participants with adverse event = 21; Change in Immune Markers From Baseline to End of Treatment (up to 2 Years) With Treatment Response (MEDIAN) Cells = -0.54 [-2.8-3.7],,,,,Duration of Response (MEDIAN) days = 98 [0-326],,,"Objective Response Rate (ORR), Assessed Using RECIST (COUNT_OF_PARTICIPANTS) Participants = 6",Overall Survival (MEDIAN) months = 8.4 [5.0-29.8],Progression Free Survival (MEDIAN) months = 4.3 [1.9-12.0],,,"Objective Response Rate (ORR), Assessed Using RECIST (COUNT_OF_PARTICIPANTS) Participants = 6",Number of Participants With Reported Adverse Events - CTCAE Version 4.0 (NUMBER) participants with adverse event = 21,,
NCT02591615,Optimal Sequencing of Pembrolizumab (MK-3475) and Standard Platinum-based Chemotherapy in First-Line,True,1,2,Overall Response Rate (ORR) Per RECIST 1.1 (NUMBER) proportion of participants = 0.395 [0.249-0.541],Compare Progression-Free Survival (PFS) Per RECIST 1.1 (MEDIAN) Months = 5.8 [4.4-10.6]; Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability) (NUMBER) participants = 9,,,,,,,,,,Compare Progression-Free Survival (PFS) Per RECIST 1.1 (MEDIAN) Months = 5.8 [4.4-10.6],,,Overall Response Rate (ORR) Per RECIST 1.1 (NUMBER) proportion of participants = 0.395 [0.249-0.541],Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability) (NUMBER) participants = 9,,
NCT02599194,18F-FSPG PET/CT for Cancer Patients on Therapy,True,1,2,Change From Baseline in Standard Uptake Value Maximum (SUVmax) Post-treatment (NUMBER) g/mL = -1.69,Number of Treatment-Related Adverse Events (NUMBER) adverse events = 0; ,,,,,,,,,,,,,,Number of Treatment-Related Adverse Events (NUMBER) adverse events = 0,,
NCT02604342,Alectinib Versus Pemetrexed or Docetaxel in Anaplastic Lymphoma Kinase (ALK)-Positive Advanced Non-S,True,1,23,Progression-Free Survival (PFS) Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 as Assessed by Investigator (MEDIAN) months = 10.9 [8.1-15.5],"Percentage of Participants With CNS Objective Response Rate (ORR) With Measurable CNS Metastases at Baseline Using RECIST Version 1.1 as Assessed By IRC (NUMBER) percentage of participants = 66.7; PFS Using RECIST Version 1.1 as Assessed by IRC (MEDIAN) months = 7.1 [6.3-10.8]; Percentage of Participants With Objective Response of CR or PR Using RECIST Version 1.1 as Assessed by Investigator and IRC (NUMBER) percentage of participants = 50.6; Percentage of Participants With Disease Control Using RECIST Version 1.1 as Assessed by Investigator and IRC (NUMBER) percentage of participants = 86.1; Duration of Response (DOR) Using RECIST Version 1.1 as Assessed by Investigator and IRC (MEDIAN) months = 12.0 [8.3-23.5]; PFS in C-ITT Population Using RECIST Version 1.1 as Assessed by Investigator and IRC (MEDIAN) months = 9.7; ; Percentage of Participants With Disease Control in C-ITT Population Using RECIST Version 1.1 as Assessed by IRC (NUMBER) percentage of participants = 82.7; Percentage of Participants With ORR in C-ITT Population Using RECIST Version 1.1 as Assessed by IRC (NUMBER) percentage of participants = 48.1; Duration of Response for Lesions in the CNS (C-DOR) Using RECIST Version 1.1 as Assessed by IRC (MEDIAN) months = 13.9 [6.2-13.9]; Overall Survival (OS) (MEDIAN) months = 27.8; Plasma Concentration of Alectinib (GEOMETRIC_MEAN) nanogram/milliliter (ng/mL) = 559; Plasma Concentration of Alectinib Metabolite (GEOMETRIC_MEAN) ng/mL = 240; Compliance of European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core-30 (EORTC QLQ-C30) Over Time (NUMBER) percentage of participants = 92.4; Compliance of European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer-13 (EORTC QLQ-LC13) Over Time (NUMBER) percentage of participants = 92.4; Compliance of European Quality of Life (EuroQoL) 5 Dimension 5 Levels (EQ-5D-5L) Questionnaire Over Time (NUMBER) percentage of participants = 88.9; Time to Deterioration (TTD) in Lung Cancer Symptoms Using EORTC QLQ-LC13 Score for ITT Population (MEDIAN) months = 18.1; ; Time to Deterioration (TTD) in Lung Cancer Symptoms Using EORTC QLQ-LC30 Score for ITT Population (MEDIAN) months = 13.3; Time to Deterioration (TTD) in Lung Cancer Symptoms Using EORTC QLQ-LC30 Score for C-ITT Population (MEDIAN) months = 16.6; TTD in Composite of Three Symptoms (Cough, Dyspnea, and Chest Pain) Using EORTC QLQ-LC13 Score for C-ITT Population (MEDIAN) months = 2.8 [0.9-5.6]; TTD in Composite of Three Symptoms (Cough, Dyspnea, and Chest Pain) Using EORTC QLQ-LC13 Score for ITT Population (MEDIAN) months = 1.4 [0.9-4.2]; Percentage of Participants With Adverse Events (AEs) (NUMBER) Percentage of Participants = 89.6",,Percentage of Participants With Objective Response of CR or PR Using RECIST Version 1.1 as Assessed by Investigator and IRC (NUMBER) percentage of participants = 50.6,,,Duration of Response (DOR) Using RECIST Version 1.1 as Assessed by Investigator and IRC (MEDIAN) months = 12.0 [8.3-23.5]; Duration of Response for Lesions in the CNS (C-DOR) Using RECIST Version 1.1 as Assessed by IRC (MEDIAN) months = 13.9 [6.2-13.9],,,Percentage of Participants With CNS Objective Response Rate (ORR) With Measurable CNS Metastases at Baseline Using RECIST Version 1.1 as Assessed By IRC (NUMBER) percentage of participants = 66.7; Percentage of Participants With ORR in C-ITT Population Using RECIST Version 1.1 as Assessed by IRC (NUMBER) percentage of participants = 48.1,Overall Survival (OS) (MEDIAN) months = 27.8,Progression-Free Survival (PFS) Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 as Assessed by Investigator (MEDIAN) months = 10.9 [8.1-15.5]; PFS Using RECIST Version 1.1 as Assessed by IRC (MEDIAN) months = 7.1 [6.3-10.8]; PFS in C-ITT Population Using RECIST Version 1.1 as Assessed by Investigator and IRC (MEDIAN) months = 9.7,Percentage of Participants With Objective Response of CR or PR Using RECIST Version 1.1 as Assessed by Investigator and IRC (NUMBER) percentage of participants = 50.6,Compliance of European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core-30 (EORTC QLQ-C30) Over Time (NUMBER) percentage of participants = 92.4; Compliance of European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Lung Cancer-13 (EORTC QLQ-LC13) Over Time (NUMBER) percentage of participants = 92.4; Compliance of European Quality of Life (EuroQoL) 5 Dimension 5 Levels (EQ-5D-5L) Questionnaire Over Time (NUMBER) percentage of participants = 88.9,Percentage of Participants With CNS Objective Response Rate (ORR) With Measurable CNS Metastases at Baseline Using RECIST Version 1.1 as Assessed By IRC (NUMBER) percentage of participants = 66.7,Percentage of Participants With Adverse Events (AEs) (NUMBER) Percentage of Participants = 89.6,,
NCT02613507,Efficacy Study of Nivolumab Compared to Docetaxel in Subjects Previously Treated With Advanced or Me,True,2,8,Median Overall Survival (MEDIAN) Months = 11.99 [10.35-14.00]; Overall Survival Rate (NUMBER) percentage = 72.4 [67.3-76.9],Objective Response Rate (ORR) (NUMBER) Percentage of participants = 17.5 [13.6-21.9]; Overall Survival (OS) in Subpopulations (MEDIAN) Months = 11.99 [10.18-14.55]; Progression Free Survival (PFS) (MEDIAN) Months = 2.79 [2.37-3.65]; Progression Free Survival Rate (NUMBER) Percentage = 29.3 [24.4-34.3]; Time to Treatment Failure (TTF) (MEDIAN) Months = 2.60 [1.81-2.92]; Number of Participants Experiencing Treatment-Related Adverse Events (AEs) (COUNT_OF_PARTICIPANTS) Participants = 220; Number of Participants Experiencing Treatment-Related Serious Adverse Events (SAEs) (COUNT_OF_PARTICIPANTS) Participants = 34; Disease Related Symptom Deterioration Rate by Week 12 and Week 24 (NUMBER) Percentage of participants = 29.9 [25.0-35.1],,,,,,,,Objective Response Rate (ORR) (NUMBER) Percentage of participants = 17.5 [13.6-21.9],Median Overall Survival (MEDIAN) Months = 11.99 [10.35-14.00]; Overall Survival Rate (NUMBER) percentage = 72.4 [67.3-76.9]; Overall Survival (OS) in Subpopulations (MEDIAN) Months = 11.99 [10.18-14.55],Progression Free Survival (PFS) (MEDIAN) Months = 2.79 [2.37-3.65]; Progression Free Survival Rate (NUMBER) Percentage = 29.3 [24.4-34.3],,,Objective Response Rate (ORR) (NUMBER) Percentage of participants = 17.5 [13.6-21.9],Number of Participants Experiencing Treatment-Related Adverse Events (AEs) (COUNT_OF_PARTICIPANTS) Participants = 220; Number of Participants Experiencing Treatment-Related Serious Adverse Events (SAEs) (COUNT_OF_PARTICIPANTS) Participants = 34,Time to Treatment Failure (TTF) (MEDIAN) Months = 2.60 [1.81-2.92],
NCT02616393,Phase 2 Study of Study of Tesevatinib in Subjects With NSCLC and Brain or Leptomeningeal Metastases,True,2,9,Best Overall Response Rate (ORR) of Subjects With BM (NUMBER) Percentage of participants (%) = 15.4 [2-45]; Best ORR of Subjects With LM (NUMBER) Percentage of participants (%) = 0,"Median Progression-free Survival (PFS) (MEDIAN) Weeks = 9.29 [4.14-27.43]; Probability of PFS at 12 Weeks and 24 Weeks--Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.4762 [0.1823-0.7237]; Probability of PFS at 24 Weeks--Cohort C (BM-IP Only) (NUMBER) Probability = 0.6667 [0.0541-0.9452]; Probability of OS at 12 Weeks and at 24 Weeks--Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.8462 [0.5122-0.9591]; Median Time to Progression (TTP)--Cohort A (BM), Cohort B (LM), Cohort C (BM-IP) (MEDIAN) Weeks = 21.43 [4.14-27.43]; Probability of TTP at 12 Weeks and 24 Weeks--Non-CNS Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.5625 [0.1468-0.8415]; Probability of TTP at 24 Weeks--CNS (NUMBER) Probability = 0.3636 [0.0584-0.6976]; Quality of Life (QoL): Mean Change From Baseline in EORTC-QLQ-C30 Questionnaire Scores (MEAN) Score on a scale = 59.2; Quality of Life (QoL): Mean Change From Baseline in EORTC-QLQ-BN20 Questionnaire Scores (MEAN) Score on a scale = 34.0",,,,,,,,Best ORR of Subjects With LM (NUMBER) Percentage of participants (%) = 0,Probability of OS at 12 Weeks and at 24 Weeks--Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.8462 [0.5122-0.9591],Median Progression-free Survival (PFS) (MEDIAN) Weeks = 9.29 [4.14-27.43]; Probability of PFS at 12 Weeks and 24 Weeks--Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.4762 [0.1823-0.7237]; Probability of PFS at 24 Weeks--Cohort C (BM-IP Only) (NUMBER) Probability = 0.6667 [0.0541-0.9452],,Quality of Life (QoL): Mean Change From Baseline in EORTC-QLQ-C30 Questionnaire Scores (MEAN) Score on a scale = 59.2; Quality of Life (QoL): Mean Change From Baseline in EORTC-QLQ-BN20 Questionnaire Scores (MEAN) Score on a scale = 34.0,Best Overall Response Rate (ORR) of Subjects With BM (NUMBER) Percentage of participants (%) = 15.4 [2-45],,,"Median Time to Progression (TTP)--Cohort A (BM), Cohort B (LM), Cohort C (BM-IP) (MEDIAN) Weeks = 21.43 [4.14-27.43]; Probability of TTP at 12 Weeks and 24 Weeks--Non-CNS Cohort A (BM Only) and Cohort B (LM Only) (NUMBER) Probability = 0.5625 [0.1468-0.8415]; Probability of TTP at 24 Weeks--CNS (NUMBER) Probability = 0.3636 [0.0584-0.6976]"
NCT02638090,Pembro and Vorinostat for Patients With Stage IV Non-small Cell Lung Cancer (NSCLC),True,1,1,Phase I: Maximum Tolerated Dose (MTD) (NUMBER) Milligrams of Vorinostat = 400,Phase II: Progression Free Survival (PFS) Per Treatment Arm (MEDIAN) Months = 4.5 [2.1-9.3],,,,,,,,,,Phase II: Progression Free Survival (PFS) Per Treatment Arm (MEDIAN) Months = 4.5 [2.1-9.3],,,,,,
