nct_id,official_title,experimental_drugs,biomarkers,primary_outcomes,efficacy_status,reasoning
NCT01824901,A Phase I/Randomized Phase II Study of Docetaxel With or Without AZD4547 in Recurrent FGFR1-Amplified Squamous Non-Small Cell Lung Cancer,AZD4547,FGFR1,"The study's primary objective was to determine the Maximum Tolerated Dose (MTD) of the FGFR inhibitor AZD4547 when combined with docetaxel. However, dose-limiting toxicities (DLTs) were observed in the first two patients enrolled at the lowest dose level (40mg AZD4547), preventing the identification of an MTD. Consequently, the study was closed early as per predefined criteria.",NEGATIVE,"The primary endpoint, identification of the Maximum Tolerated Dose (MTD) for AZD4547 in combination with docetaxel, was not achieved. Dose-limiting toxicities occurred at the lowest dose level, leading to the early termination of the study without determining a suitable MTD for further development."
NCT01827267,A Phase 2 Study of Neratinib and Neratinib Plus Temsirolimus in Patients With Non-Small Cell Lung Cancer Carrying Known HER2 Activating Mutations,neratinib; temsirolimus,ALK; HER2,"The primary endpoint, Objective Response Rate (ORR), was 0% (0/17 participants) for the neratinib monotherapy arm and 14.0% (6/43 participants) for the neratinib plus temsirolimus arm. No statistical significance (p-value or confidence interval) for ORR was reported.",UNCERTAIN,No p-value or confidence interval was reported for the primary endpoint (Objective Response Rate) to determine statistical significance according to the defined criteria.
NCT01828099,"A Phase III Multicenter, Randomized Study of Oral LDK378 Versus Standard Chemotherapy in Previously Untreated Adult Patients With ALK Rearranged (ALK-positive), Stage IIIB or IV, Non-squamous Non-small Cell Lung Cancer",Ceritinib,ALK,"The primary endpoint, Progression Free Survival (PFS) by Blinded Independent Review Committee (BIRC), showed that Ceritinib significantly improved PFS compared to standard chemotherapy. Median PFS was 16.6 months (95% CI: 12.6, 27.2) for Ceritinib vs. 8.1 months (95% CI: 5.8, 11.1) for chemotherapy, with a Hazard Ratio of 0.55 (95% CI: 0.42, 0.73; p < 0.001).",POSITIVE,"The primary endpoint (PFS) demonstrated a statistically significant improvement with Ceritinib (p < 0.001). The Hazard Ratio was 0.55, and the 95% Confidence Interval (0.42, 0.73) does not cross 1, indicating a clear benefit."
NCT01828112,"A Phase III, Multicenter, Randomized, Open-label Study of Oral LDK378 Versus Standard Chemotherapy in Adult Patients With ALK-rearranged (ALK-positive) Advanced Non-small Cell Lung Cancer Who Have Been Treated Previously With Chemotherapy (Platinum Doublet) and Crizotinib",Ceritinib,ALK,"Ceritinib demonstrated significantly prolonged Progression-Free Survival (PFS) compared to standard chemotherapy, with a median PFS of 5.4 months (95% CI: 4.1, 6.9) vs 1.6 months (95% CI: 1.4, 2.8). The hazard ratio was 0.49 (95% CI: 0.36, 0.67), with a p-value of <0.001.",POSITIVE,"The primary endpoint, Progression-Free Survival (PFS) per Blinded Independent Review Committee (BIRC), achieved statistical significance with a p-value of <0.001. The Hazard Ratio of 0.49 (95% CI: 0.36-0.67) for Ceritinib vs. chemotherapy strongly favored Ceritinib, indicating a substantial reduction in the risk of progression or death and a clinically meaningful benefit."
NCT01829113,Double-Blind Randomized Phase II Trial of Carboplatin and Pemetrexed With or Without OGX-427 in Patients With Previously Untreated Stage IV Non-Squamous-Non-Small-Cell Lung Cancer (The Spruce Clinical Trial),OGX-427,ALK; EGFR,"The primary endpoint, median Progression-Free Survival, was 6 months (95% CI: 3.3-8) for the OGX-427 arm and 4.9 months (95% CI: 4.4-5.9) for the placebo arm.",NEGATIVE,"OGX-427 is the experimental drug tested. ALK translocations and EGFR activating mutations were specified in the exclusion criteria as biomarkers where targeted therapy would be more appropriate. The primary endpoint, median Progression-Free Survival, showed overlapping 95% confidence intervals between the OGX-427 and placebo arms, indicating no statistically significant difference."
NCT01833143,A Phase 2 Trial of Bortezomib in KRAS-Mutant Non-Small Cell Lung Cancer in Never Smokers or Those With KRAS G12D,Bortezomib,KRAS,"The primary endpoint, Radiographic Response Rate, showed 1 Partial Response out of 17 participants (5.9% Overall Response Rate), 6 with Stable Disease, and 10 with Progression of Disease.",UNCERTAIN,"While the primary outcome data (response counts) are reported, no p-value or confidence interval for the response rate is provided, making it impossible to assess if the primary endpoint met statistical significance (p < 0.05) as per the defined criteria."
NCT01846416,"A Phase II, Multicenter, Single-arm Study of MPDL3280A in Patients With PD-L1-Positive Locally Advanced or Metastatic Non-small Cell Lung Cancer",Atezolizumab,PD-L1,"The primary endpoint, objective response rate (ORR) according to modified RECIST, was 32% (95% CI: 17, 51) in 1L participants, 21% (95% CI: 13, 30) in 2L+ participants, and 23% (95% CI: 5, 54) in 2L+ brain metastases participants. All cohorts showed objective responses with confidence intervals well above zero.",POSITIVE,"This was a single-arm Phase II study. The primary endpoint, Objective Response Rate (ORR), demonstrated clear clinical activity in all participant cohorts, with 95% confidence intervals indicating response rates significantly above a null hypothesis of no activity. Although no p-value was reported, the observed ORRs (21-32%) and their confidence intervals support a positive finding for an investigational agent in this setting."
NCT01853878,GSK2302032A Antigen-Specific Cancer Immunotherapeutic as Adjuvant Therapy in Patients With Non-Small Cell Lung Cancer,Recombinant PRAME protein combined with the AS15 Adjuvant System GSK2302032A,PRAME expression,"The primary endpoint, Time to Occurrence of Any Recurrence of Disease, did not show a statistically significant difference between the GSK2302032A group and the placebo group. The Hazard Ratio was 4.592 (95% CI: 0.600 - 35.167) with a p-value of 0.1422. The study was stopped prematurely due to scientific and medical relevance based on the failure of similar recombinant protein-based cancer vaccines.",NEGATIVE,"The primary endpoint's p-value (0.1422) was greater than 0.05, and the 95% confidence interval for the Hazard Ratio (0.600 - 35.167) crossed 1.0, indicating no statistically significant benefit. The study was also stopped early due to observed lack of efficacy in similar trials."
NCT01854034,Phase II Study of AUY922 in NSCLC Patients With Exon 20 Insertion Mutations in EGFR,AUY922,EGFR Exon 20 insertion mutations,The Overall Response Rate (ORR) was 17.2% (5 participants out of 29) in patients with NSCLC carrying EGFR Exon 20 insertion mutations treated with AUY922.,UNCERTAIN,"The primary endpoint, Overall Response Rate, is reported as 17.2% (5/29). However, no statistical significance (p-value) or confidence interval for the ORR is provided against a null hypothesis, which is necessary to determine if the endpoint met the criteria for 'POSITIVE' or 'NEGATIVE' as per the given definitions."
NCT01858389,Phase 2 Open Label Trial Of Oral Intermittent Dacomitinib In Patients With Advanced Nsclc,Dacomitinib,EGFR; T790M,"The primary objective, Objective Response Rate (ORR) in participants with T790M mutation, was 6.3% (95% CI: 0.2, 30.2). The Best Overall Response also showed 1 partial response (6.25%) out of 16 T790M-positive participants.",NEGATIVE,"The reported Objective Response Rate (ORR) for the primary endpoint was very low at 6.3% with a wide 95% Confidence Interval (0.2, 30.2). This result, particularly the low response rate and lower CI bound close to zero, does not indicate statistically significant or clinically meaningful efficacy for dacomitinib in the T790M-mutated NSCLC population, especially in the absence of a reported p-value demonstrating significance against a relevant threshold."
NCT01866410,Phase II Trial of XL184 (Cabozantinib) Plus Erlotinib in Patients With Advanced EGFR-Mutant Non-small Cell Lung Cancer (NSCLC) Who Have Progressed on Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitor (TKI) Therapy,Cabozantinib S-malate; Erlotinib Hydrochloride,EGFR,"The primary endpoint, Objective Response Rate, was 10.8% (95% CI: 0.3%, 21.3%) in the experimental arm.",POSITIVE,"The 95% Confidence Interval for the Objective Response Rate (0.3% - 21.3%) does not cross 0, indicating a statistically significant objective response rate (p < 0.05) against a null hypothesis of zero activity. This suggests the primary endpoint met significance."
NCT01871805,A Phase I/II Study of the ALK Inhibitor CH5424802/ RO5424802 in Patients With ALK-Rearranged Non-Small Cell Lung Cancer Previously Treated With Crizotinib,Alectinib,ALK,"The primary efficacy endpoint for Phase II, Objective Response Rate (ORR) by Independent Review Committee (IRC) using RECIST v1.1, showed a statistically significant response rate of 52.2% (95% CI: 39.67-64.60; p=0.0056). This met the study's objective to demonstrate an ORR significantly higher than the 35% null hypothesis. Phase I primary endpoints focused on safety (Dose Limiting Toxicities) and determining the Recommended Phase II Dose (RP2D), which was established at 600 mg (Fed).",POSITIVE,"The primary efficacy endpoint (Percentage of Participants With Objective Response According to RECIST v1.1 by Independent Review Committee: Phase II) reported a p-value of 0.0056, which is less than 0.05, indicating statistical significance. The 95% CI for the objective response rate (39.67-64.60) also does not cross the null hypothesis of 35%."
NCT01880528,A Double-Blind Pilot Study to Measure the Effect of Lisinopril vs. Placebo on Pulmonary Distress in Patients Receiving External Beam Radiotherapy to the Lung,lisinopril,Unselected,"The primary outcome, incidence of Grade 3 or higher adverse events (hypotension, acute kidney injury, allergic reaction, or anaphylaxis), was 0% in both the lisinopril arm (0/11 patients) and the placebo arm (0/10 patients).",UNCERTAIN,"The reported primary outcome focused on the safety (incidence of severe adverse events) of lisinopril, not its efficacy in reducing pulmonary distress, which was the stated purpose of the study. No efficacy results from a primary endpoint were provided."
NCT01903993,"A Phase II, Open-label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of MPDL3280A (Anti-PD-L1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer After Platinum Failure",Atezolizumab,Unselected,"The primary endpoint, Overall Survival (OS), showed a statistically significant improvement with atezolizumab compared to docetaxel. Median OS was 12.6 months for atezolizumab versus 9.7 months for docetaxel, with a Hazard Ratio (HR) of 0.69 (95% CI: 0.52, 0.92).",POSITIVE,"The primary endpoint, Overall Survival, met statistical significance with a p-value of 0.0106, which is less than 0.05. The Hazard Ratio of 0.69 with a 95% CI of 0.52 to 0.92 indicates a significant reduction in the risk of death for the atezolizumab arm, and the confidence interval does not cross 1.0."
NCT01905657,A Phase II/III Randomized Trial of Two Doses of MK-3475 (SCH900475) Versus Docetaxel in Previously Treated Subjects With Non-Small Cell Lung Cancer,Pembrolizumab,PD-L1,"Pembrolizumab significantly improved Overall Survival (OS) compared to docetaxel in both strongly PD-L1 positive and all PD-L1 positive patient populations. For Progression-free Survival (PFS), both doses of pembrolizumab significantly improved PFS in strongly PD-L1 positive patients. In the broader all PD-L1 positive population, pembrolizumab 10 mg/kg showed significant PFS improvement, but pembrolizumab 2 mg/kg did not meet statistical significance for PFS.",MIXED,"While Overall Survival (OS), a primary endpoint, was significantly positive for both pembrolizumab doses across all tested PD-L1 positive populations, Progression-Free Survival (PFS), also a primary endpoint, showed mixed results. Specifically, pembrolizumab 2 mg/kg did not achieve statistical significance for PFS (p=0.06758, 95% CI: 0.73-1.04) when compared to docetaxel in the 'all PD-L1 positive' tumor population, whereas all other primary efficacy comparisons were positive."
NCT01928576,A Phase II Study of Epigenetic Therapy With Azacitidine and Entinostat With Concurrent Nivolumab in Subjects With Metastatic Non-Small Cell Lung Cancer.,Azacitidine; Entinostat; CC-486,EGFR; ALK; KRAS; PD-L1,"The primary outcome, Objective Response Rate (ORR), was reported as the count of responders per arm: Arm A (Azacitidine/Entinostat/Nivolumab, n=31) had 4 responders; Arm B (CC-486/Nivolumab, n=7) had 1 responder; Arm C (Nivolumab monotherapy, n=20) had 5 responders; Arm D (Azacitidine/Entinostat/Nivolumab, n=14) had 3 responders; Arm E (Azacitidine/Entinostat/Nivolumab, n=7) had 1 responder; Arm F (Azacitidine/Entinostat/Nivolumab, n=19) had 2 responders. Percentages can be calculated (e.g., Arm A ORR = 12.9%, Arm C ORR = 25%), but no statistical significance was provided.",UNCERTAIN,The primary outcome 'Objective Response' reports only the raw counts of responders and total participants per arm. No p-value or confidence interval for the response rates is provided to determine if a predefined statistical significance was met for any of the experimental arms or compared to the Nivolumab monotherapy arm (Arm C).
